Subject,Body
Claudia Conway Tweeted: its supposed to be sunny this week not stor...,Your Highlights Claudia Conway - claudiamconwayy its supposed to be sunny this week not stormy so i think im good Read more at Twitter ---------- Elon Musk - elonmusk Very important thread Read more at Twitter ---------- chompie - chompie1337 wym you literally learn this on the first day. theyre like heres a list of rules made up and then you have to CYOA with the rules (proofs) Read more at Twitter ---------- Bradley - VerdeSelvans Dont forget to clean your devices & cases! Read more at Twitter ---------- Andrea Botez - itsandreabotez new YouTube video out now link in bio what type of boxing content would you guys like to see? Read more at Twitter ---------- XSS Payloads - XssPayloads A nice bypass technique for Imperva WAF by bishopfox Read more at Twitter ---------- See more on Twitter ----------
Game Pass Counter Tweeted: LEAVING SOON: XboxGamePass March 31st: ...,"Your Highlights Game Pass Counter - gamepasscounter LEAVING SOON: XboxGamePass March 31st: Double Dragon Neon Clustertruck MLB The Show 22 Power Rangers: Battle For the Grid Kraken Academy!! A Memoir Blue Chinatown Detective Agency Read more at Twitter ---------- John Carmack - IDAACarmack From a DM, just in case anyone else needs to hear this. Read more at Twitter ---------- Daniel Feldman - dfeldman On the left is GPT-3.5. On the right is GPT-4. If you think the answer on the left indicates that GPT-3.5 does not have a world-model.... Then you have to agree that the answer on the right indicates GPT-4 does. Read more at Twitter ---------- Lozaning - lozaning This suckers chock full o wifi! Read more at Twitter ---------- 00 - bxmbn In 14 days I will be disclosing two reports Can't wait for you to see these, especially the XSS one, it was a pretty clever find! Read more at Twitter ---------- The Figen - TheFigen They say; a cloud similar to the human form in Indonesia. Whoa!! It is real?? Read more at Twitter ---------- See more on Twitter ----------"
Ryder Tweeted: This is how GTA Online runs on the Xbox one GTAO...,"Your Highlights Ryder - JustMeRyder This is how GTA Online runs on the Xbox one GTAOnline Read more at Twitter ---------- Windows Latest - WindowsLatest Microsoft says it wants to put people in control of their Windows 11 PC Read more at Twitter ---------- Kamil Mysliwiec - kammysliwiec Congratulations on the release! Yet I think using React without the meta-framework is perfectly fine, despite what the updated documentation says. Read more at Twitter ---------- HackerOne liked Tobi Weihaar - kun19 Picked a new target and got a 750 bounty on Hacker0x01! Testing for Broken Access Control is quite boring but its always present TogetherWeHitHarder Read more at Twitter ---------- Mirko Brombin - brombinmirko May I have some explanations about: - - - - - specifically for the credits changes. uniartisan Do you know something about? I see you in the Github org. Read more at Twitter ---------- Jaydub - JayDubcity16 Never Forget! Read more at Twitter ---------- See more on Twitter ----------"
Special Kherson Cat Tweeted: It is claimed that a Russian Su-...,"Your Highlights Special Kherson Cat - bayraktar1love It is claimed that a Russian Su-25 was shot down/damaged from the Polish MANPADS Piorun, over Berestove, Donetsk region. By the air defense unit of the 10th brigade of Ukraine Read more at Twitter ---------- Aquarius - aquaismissing NEW COUNTER-STRIKE TRADEMARKS Read more at Twitter ---------- High On Life - highonlifegame NEW HIGH ON LIFE CONTENT LOADING COMING SOON. Read more at Twitter ---------- HackerOne liked Zhenwarx - zhenwarx Yay, I was awarded a 4,000 bounty on Hacker0x01! TogetherWeHitHarder We made a full exploit for RCE, thanks moe1n1 ! Read more at Twitter ---------- Microsoft liked PowerPoint - powerpoint A single prompt is all you need to create presentations with Copilot in PowerPoint. Read more: PowerPoint Read more at Twitter ---------- HackerOne liked Caitlin Allison - caitlinnallison Very proud of this project and what it means for our hackers and customers! Cheers to my partner in crime on this Arlrose Read more at Twitter ---------- See more on Twitter ----------"
"Nagli Tweeted: Excited to announce that I just hit the 1,000,000 ma...","Your Highlights HackerOne liked Nagli - naglinagli Excited to announce that I just hit the 1,000,000 mark in bounties earned on Hacker0x01! It's been an incredible journey traveling around the world to compete and collaborate with the best. Grateful for the opportunity and excited to see what the future holds! BugBounty Read more at Twitter ---------- OccupytheWeb - threecube Python Basics for Hackers, Part 4: Finding the Exact Location of Any IP Address python python4hackers scripting4hackers cybersecurity cyberwarrior infosec Read more at Twitter ---------- XboxSeriousXS - XboxSeriesXS Breaking news! The FTC's lead lawyers are RESIGNING their positions in RECORD time, something never seen in the last 20 years. I wonder why? Read more at Twitter ---------- Docker - Docker We apologize. We did a terrible job announcing the end of Docker Free Teams. Read more at Twitter ---------- Greg Miller - GameOverGreggy JESUS GOD PLEASE Read more at Twitter ---------- Adam Kinzinger fella - AdamKinzinger Brave anonymity Read more at Twitter ---------- See more on Twitter ----------"
Manisha Pradeep Gavhane is a new friend suggestion for you,"Find More Friends Hi Manjusha, Add the people you know to see their photos and updates. See more Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 2 new invitations,You have 2 new invitations View invitations:
Windows Latest Tweeted: Windows 11 update leak: Cloud PC integration...,"Your Highlights Windows Latest - WindowsLatest Windows 11 update leak: Cloud PC integration, USB4 settings, and demand in-place upgrade toggle Windows11 Read more at Twitter ---------- Tnyia Rn - TeneyiaRenee Yoo! How late am I? When did ine get hands on labs?! Glad I signed back up! I'm loving it! Read more at Twitter ---------- MongoDB liked Kamran Ahmed - kamranahmedse MongoDB Roadmap We have a new roadmap for MongoDB. Shout out to Read more at Twitter ---------- Hogwarts Legacy - HogwartsLegacy Get your wands ready! AvalancheSoftware will be kicking off Legacy Live! A brand new live stream series starts tomorrow, March 17, at 9 a.m. PT: Read more at Twitter ---------- Ubisoft liked Anno 1800 - ANNOEN This could be your lucky week! RT this post, tag a friend and give a reason why they should try the game this week for free with Anno1800FreeWeekGiveaway. Yes, it's that simple! Try to both win an Xbox Series custom controller! Read more at Twitter ---------- Arduino liked I Like To Make Stuff (Bob Clagett & team) - iliketomakestuf This project is going to knock the wind out of you. Today were releasing out Arduino for Makers course - check out the link to learn about the course and the fart chair I made with an arduino! Read more at Twitter ---------- See more on Twitter ----------"
Windows UI Tweeted: All new winui3 Gallery is now LIVE!,"Your Highlights Windows UI - WindowsUI All new winui3 Gallery is now LIVE! Read more at Twitter ---------- Iman Gurung - ImanGurung13 Apple security team cheated me seriously . I reported blind xss to them and now after they fixed the issue they are saying its human error. Here is proof . AppleSupport Apple Read more at Twitter ---------- Bambu Lab - BambulabGlobal So Pretty Read more at Twitter ---------- 3DPrintBunny - 3DPrintBunny I got a request for a solid version of the lantern to make a silicon mould for a candle and I thought.... I wonder whether it'll print in vase mode, A couple of tweaks later and.... yay it does! Read more at Twitter ---------- Ankit Srivastava - AnkitStivastava Funding Societies Hiring Software Engineer Internship Batch: 2023, 2024 Apply here- Read more at Twitter ---------- Patrick J Kennedy - Patrick1Kennedy This is why 8GB RAM computers are not usable anymore. Task Manager eats 8GB of memory alone. microsoft windows Read more at Twitter ---------- See more on Twitter ----------"
"TCMFGames Tweeted: Ghost of Tsushima 2, Only on PS5 PlayStation","Your Highlights TCMFGames - TCMF2 Ghost of Tsushima 2, Only on PS5 PlayStation Read more at Twitter ---------- TCM Security - TCMSecurity Congratulations!! We know how hard you've worked to get here and are really proud of you!! 3 Read more at Twitter ---------- HackerOne - Hacker0x01 What a way to kick off the 2023 AmbassadorWorldCup! Over 400 reports in the first 3 days, and we are just getting started. Check out the incredible regions represented in the Group Round! Celebrate your top picks by sharing their country flag below. Read more at Twitter ---------- Gen Michael Hayden - GenMhayden I shouldnt say this. Hes right. Read more at Twitter ---------- Aquarius - aquaismissing COMPLETE SPECULATION, TAKE WITH A HUGE GRAIN OF SALT Latest Steam Beta Client update and its release timing look really sus... LAN Peer Downloads: Fixed downloading optional DLC New Big Picture Mode: Fixed guide page layout in overlay for 4:3 aspect ratio games Read more at Twitter ---------- Arduino liked Alastair Low GDC Midwest Gaming Classic - Wallmasterr Bringing pop-up storybooks to life, Bib Goes Home combines the charm and beauty of hand-drawn illustrations with the interactivity of games. New book playthrough popupbook popup projectionmapping ar unity gamedev letsplay magic unity paperprototype arduino Read more at Twitter ---------- See more on Twitter ----------"
Tesla Tweeted: Giga New York is the new home of Prefabricated Superc...,"Your Highlights Tesla - Tesla Giga New York is the new home of Prefabricated Supercharger Units (PSUs) Read more at Twitter ---------- PlayStation - PlayStation Thrilling adventures, beautiful archipelagos, supernatural horrors and more await with this months Game Catalog lineup on PlayStation Plus. Find out more: Read more at Twitter ---------- Arduino - arduino FRUGT (FRee Urban Gardening Tower) is an open source, Arduino Mega-controlled plant cultivation system: Read more at Twitter ---------- SpaceX - SpaceX Following stage separation, Falcon 9s first stage booster returned to Earth as the second stage Merlin Vacuum engine ignited and propelled Dragon into its orbit to meet up with the SpaceStation Read more at Twitter ---------- Ubisoft - Ubisoft go touch grass Read more at Twitter ---------- Ben Sadeghipour - NahamSec So excited for hacktheboxeu's Cyber Apocalypse CTF with 35,000 in prizes! This event is FREE for everyone, all you have to do is signup! March 17: Live Hacking Workshops March 18: CTF Starts RT & Reply for a chance to win a HTB Voucer Read more at Twitter ---------- See more on Twitter ----------"
